1.000000000000000000e+00 -5.905260077270213515e-01 -6.326725188046111725e-01 2.706158536966540851e+00
2.000000000000000000e+00 -1.022465767164248973e-02 -6.980628313613124192e-03 8.403111223742598668e-02
3.000000000000000000e+00 -1.520229488960467279e-04 -8.538336260244250298e-06 2.689081156859174371e-03
4.000000000000000000e+00 -4.547473508864641190e-07 4.098183126188814640e-06 8.225470082834362984e-05
5.000000000000000000e+00 1.182343112304806709e-08 1.537046045996248722e-07 3.335117071401327848e-06
6.000000000000000000e+00 -1.091393642127513885e-08 2.910383045673370361e-08 1.537046045996248722e-07
7.000000000000000000e+00 -3.001332515850663185e-08 1.728039933368563652e-08 -7.275957614183425903e-09
8.000000000000000000e+00 -2.728484105318784714e-09 1.818989403545856476e-08 -1.182343112304806709e-08
9.000000000000000000e+00 -7.275957614183425903e-09 -1.818989403545856476e-09 -1.728039933368563652e-08
1.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
