2.000000000000000000e+00 1.731527305310009979e+01
2.149999999999999911e+00 1.756788951752241701e+01
2.299999999999999822e+00 1.804165398789336905e+01
2.450000000000000178e+00 1.854784241731977090e+01
2.600000000000000089e+00 1.874837283685337752e+01
2.750000000000000000e+00 1.882234148797579110e+01
2.899999999999999911e+00 1.867602049969718792e+01
3.049999999999999822e+00 1.846991729689761996e+01
3.200000000000000178e+00 1.831955641318927519e+01
3.349999999999999645e+00 1.753902040945831686e+01
3.500000000000000000e+00 1.680606207446544431e+01
3.649999999999999911e+00 1.583044874860206619e+01
3.799999999999999822e+00 1.462536229882971384e+01
3.950000000000000178e+00 1.367833420954411849e+01
4.099999999999999645e+00 1.231190515682101250e+01
4.250000000000000000e+00 1.144137900701025501e+01
4.400000000000000355e+00 1.039545917956274934e+01
4.549999999999999822e+00 9.649075993365840986e+00
4.699999999999999289e+00 9.072847198694944382e+00
4.849999999999999645e+00 8.467313276923960075e+00
5.000000000000000000e+00 7.498664621380157769e+00
5.150000000000000355e+00 7.016079423920018598e+00
5.299999999999999822e+00 6.325284153717802837e+00
5.449999999999999289e+00 5.872033820196520537e+00
5.599999999999999645e+00 5.386201501096365973e+00
5.750000000000000000e+00 4.844214203330921009e+00
5.900000000000000355e+00 4.432049230672419071e+00
6.049999999999999822e+00 4.216503562929574400e+00
6.200000000000000178e+00 3.758368722628802061e+00
6.349999999999999645e+00 3.333248077979078516e+00
6.500000000000000000e+00 2.981730158353457227e+00
6.649999999999999467e+00 2.618422378873219714e+00
6.799999999999999822e+00 2.227326651336625218e+00
6.950000000000000178e+00 2.076697855954989791e+00
7.099999999999999645e+00 1.833272344811121002e+00
7.250000000000000000e+00 1.575844737089937553e+00
7.399999999999999467e+00 1.613990305486368015e+00
7.549999999999999822e+00 1.429772091796621680e+00
7.700000000000000178e+00 1.240504301676992327e+00
7.849999999999999645e+00 1.115560062316944823e+00
8.000000000000000000e+00 1.010374158795457333e+00
8.149999999999998579e+00 1.021392839902546257e+00
8.300000000000000711e+00 9.787145536392927170e-01
8.449999999999999289e+00 7.359147384704556316e-01
8.599999999999999645e+00 5.943014293734449893e-01
8.750000000000000000e+00 5.609715008176863194e-01
8.899999999999998579e+00 3.994159706053324044e-01
9.050000000000000711e+00 2.063516913040075451e-01
9.199999999999999289e+00 7.619174357387237251e-02
9.349999999999999645e+00 1.305443111050408334e-01
9.500000000000000000e+00 -5.185363988857716322e-02
9.649999999999998579e+00 -1.973285907297395170e-02
