1.000000000000000021e-03 7.760041731671663001e+00 7.725318708253325894e+00 -1.590158456747303717e+01
1.010000000000000064e-01 -1.065193622707738541e+01 -1.068064120408962481e+01 -3.900413674273295328e+00
2.010000000000000120e-01 -1.309557476997724734e+01 -1.313237423164537176e+01 9.805227637116331607e+00
3.009999999999999898e-01 -7.967693385580787435e+00 -8.000004141649696976e+00 -1.195537250168854371e+00
4.010000000000000231e-01 -1.667291970079531893e+00 -1.679032589890994132e+00 8.615048649517120793e+00
5.010000000000000009e-01 1.066643351805396378e+00 1.064202911948086694e+00 1.597490718631888740e+01
6.009999999999999787e-01 -2.497614084495580755e+01 -2.498168307283776812e+01 2.717726200717152096e+01
7.009999999999999565e-01 8.529501843440812081e+00 9.674893113697180524e+00 2.721125053358264267e+01
8.010000000000000453e-01 1.830613536003511399e+01 1.830099271683138795e+01 1.549602121303905733e+01
9.010000000000000231e-01 1.611396412772592157e+01 1.611093210158287548e+01 2.420059155701892450e+01
1.000999999999999890e+00 1.981190236620022915e+01 1.981884233828168362e+01 1.786117076699156314e+01
1.100999999999999979e+00 -7.209741249607759528e+01 -7.210006815512315370e+01 -3.548148840491194278e+01
1.201000000000000068e+00 -1.953824474185239524e+01 -1.954238182224798948e+01 -9.647798033256549388e+00
1.300999999999999934e+00 -1.108237431981251575e+01 -1.108826190102263354e+01 -9.768520350917242467e+00
1.401000000000000023e+00 -5.035977002989966422e+00 -5.038670446083415300e+00 -4.982978709449525923e+00
1.500999999999999890e+00 -1.282207231270149350e+00 -1.284266203583683819e+00 1.000670912617351860e+01
1.600999999999999979e+00 -3.273883048677816987e-01 -3.295178939879406244e-01 2.782342664431780577e+00
1.701000000000000068e+00 -4.531641290668630973e+00 -4.536762389761861414e+00 5.018691921577556059e+00
1.800999999999999934e+00 6.431070214603096247e-01 6.411257745639886707e-01 6.069103299523703754e+00
1.901000000000000023e+00 9.145881012955214828e-01 9.105396711674984545e-01 5.840187892317771912e+00
2.000999999999999890e+00 -5.078648384369444102e+00 -5.087057143100537360e+00 -9.136658045463263988e-01
2.100999999999999979e+00 -1.004059991828398779e+00 -1.005362893920391798e+00 5.319420888554304838e-01
2.201000000000000068e+00 -4.861840279772877693e-01 -4.869492513535078615e-01 1.892031286843121052e+00
2.301000000000000156e+00 2.500485061318613589e-02 -3.953131454181857407e-02 2.050731847702991217e+00
2.400999999999999801e+00 5.053924469393678010e-01 5.022103105147834867e-01 -1.054871754604391754e+00
2.500999999999999890e+00 -1.062252154952147976e+00 -1.065890159225091338e+00 -2.116213181579951197e+00
2.600999999999999979e+00 -1.024689736368600279e-01 1.024255834636278450e-01 -1.269339889404363930e+00
2.701000000000000068e+00 1.432468088751193136e+00 1.426842267392203212e+00 2.480412913428153843e-01
2.801000000000000156e+00 -4.316399645176716149e-02 -4.830797479371540248e-02 1.976040330191608518e-01
2.900999999999999801e+00 -3.325691068312153220e-03 -8.293420250993221998e-03 1.015468442346900702e-01
3.000999999999999890e+00 -1.168644412246067077e-01 -1.179174141725525260e-01 6.660030703642405570e-02
3.100999999999999979e+00 -3.201213876309338957e-01 -2.085845662804786116e-01 8.709519897820428014e-02
3.201000000000000068e+00 -8.937098755268380046e-03 -9.704559488454833627e-03 -4.516593980952166021e-02
3.301000000000000156e+00 -9.558343663229607046e-02 -9.684959877631627023e-02 -4.040343628730624914e-02
3.400999999999999801e+00 -1.158802842837758362e-02 -1.698407504591159523e-02 -4.072130104759708047e-02
3.500999999999999890e+00 -1.728714050841517746e-02 -1.944179166457615793e-02 -4.030977652291767299e-02
3.600999999999999979e+00 -1.282299126614816487e-02 -1.538840660941787064e-02 -3.599501724238507450e-02
3.701000000000000068e+00 1.840486947912722826e-02 1.583012999617494643e-02 1.791649629012681544e-02
3.801000000000000156e+00 1.298323695664294064e-02 1.041398354573175311e-02 -1.970388984773308039e-02
3.900999999999999801e+00 5.075001172372139990e-02 4.817783701582811773e-02 1.290197906200774014e-02
4.001000000000000334e+00 -4.209981852909550071e-02 -4.477202310226857662e-02 -1.168105809483677149e-01
4.100999999999999979e+00 -1.523751052445732057e-02 -1.796829383238218725e-02 -4.027663089800626040e-02
4.200999999999999623e+00 4.811685357708483934e-03 2.082386345136910677e-03 -2.254582068417221308e-02
4.301000000000000156e+00 -3.671085141832008958e-02 -3.935134373023174703e-02 -9.002786100609228015e-03
4.400999999999999801e+00 3.662028393591754138e-02 3.382918657734990120e-02 -1.897550828289240599e-02
4.501000000000000334e+00 1.398150197928771377e-02 1.117192368838004768e-02 6.844325980637222528e-02
4.600999999999999979e+00 9.991123079089447856e-03 7.199869287433102727e-03 1.005808007903397083e-02
4.700999999999999623e+00 2.418859367026016116e-03 -3.697168722283095121e-04 -2.785374454106204212e-02
4.801000000000000156e+00 1.016336318571120501e-02 7.290673238458111882e-03 -1.703246380202472210e-02
4.900999999999999801e+00 6.997088348725810647e-03 6.307782314252108335e-03 9.667041013017296791e-03
5.001000000000000334e+00 1.553833862999454141e-02 1.485322354710660875e-02 2.608237991807982326e-02
5.100999999999999979e+00 -1.807038279366679490e-01 -1.813687485991977155e-01 6.029189535183832049e-02
5.200999999999999623e+00 -3.883407771354541183e-03 -4.061435902258381248e-03 7.766429916955530643e-04
5.301000000000000156e+00 -1.990552846109494567e-03 -2.265274815727025270e-03 -3.155440936097875237e-03
5.400999999999999801e+00 1.210813570651225746e-02 1.213353971252217889e-02 -9.678478818386793137e-05
5.501000000000000334e+00 -1.032785803545266390e-04 -1.033185981214046478e-04 -1.592707121744751930e-04
5.600999999999999979e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
