4.000000000000000000e+00 -9.923360948189596797e+01 -8.768490042822207897e+01 -1.128036322302001793e+02 -8.004651127314943437e+01
4.099999999999999645e+00 -9.760159662667078351e+01 -8.548171332065379602e+01 -1.108664432722186177e+02 -7.968501613417444673e+01
4.200000000000000178e+00 -9.564915303260690393e+01 -8.301276924682809977e+01 -1.086124785635185219e+02 -7.896332400194339129e+01
4.299999999999999822e+00 -9.337937516115957237e+01 -8.028492323503400030e+01 -1.060484918067210458e+02 -7.788598697122139924e+01
4.400000000000000355e+00 -9.082736231115617898e+01 -7.733297248719139816e+01 -1.032097933963065373e+02 -7.648629399094986070e+01
4.500000000000000000e+00 -8.804427122006686091e+01 -7.420487195403069336e+01 -1.001453680630426391e+02 -7.481152564825421791e+01
4.599999999999999645e+00 -8.507040349544681135e+01 -7.093673835336034017e+01 -9.689272175765850648e+01 -7.289784671312915521e+01
4.700000000000000178e+00 -8.193546269390239445e+01 -6.755536671780504321e+01 -9.348018868221075195e+01 -7.077261248529609361e+01
4.799999999999999822e+00 -7.865614016568756028e+01 -6.407712243500185423e+01 -8.992573077890497757e+01 -6.845307830853286646e+01
4.900000000000000355e+00 -7.523938489478254610e+01 -6.050989083970392812e+01 -8.623899467645301797e+01 -6.594840243932864610e+01
5.000000000000000000e+00 -7.171702145629055281e+01 -5.688606626974745950e+01 -8.245441472590542276e+01 -6.329276890583557247e+01
5.099999999999999645e+00 -6.813446632130748526e+01 -5.324897679010831553e+01 -7.861782219359625401e+01 -6.053205303616593369e+01
5.200000000000000178e+00 -6.452836276346474165e+01 -4.963058972045786277e+01 -7.476406014658110166e+01 -5.770151095678599518e+01
5.299999999999999822e+00 -6.093762466300844949e+01 -4.606497587186453302e+01 -7.093016306274435578e+01 -5.483893906180625777e+01
5.400000000000000355e+00 -5.739883629538766741e+01 -4.258529183757531200e+01 -6.715219089787538564e+01 -5.198140729616440581e+01
5.500000000000000000e+00 -5.393936199706317325e+01 -3.921662043060081260e+01 -6.345805836085460783e+01 -4.915803638821714117e+01
5.599999999999999645e+00 -5.056673635820274626e+01 -3.596383745067299742e+01 -5.985551308819836436e+01 -4.637797660903331121e+01
5.700000000000000178e+00 -4.727168671731973859e+01 -3.281425360446377226e+01 -5.633476709866513943e+01 -4.363303863764755874e+01
5.799999999999999822e+00 -4.407483773300313601e+01 -2.978632033752859343e+01 -5.291695662421957991e+01 -4.094607041302467110e+01
5.900000000000000355e+00 -4.101280245307847849e+01 -2.691479438905020061e+01 -4.963944263485942088e+01 -3.835622002780425532e+01
6.000000000000000000e+00 -3.806507760870303514e+01 -2.417605105491560380e+01 -4.648127497134524333e+01 -3.584443270822745831e+01
6.099999999999999645e+00 -3.523338994304126004e+01 -2.156965739580840591e+01 -4.344440206395816517e+01 -3.341459541710989356e+01
6.200000000000000178e+00 -3.257352163356230790e+01 -1.914847899384852781e+01 -4.058400729875089041e+01 -3.112389041568164316e+01
6.299999999999999822e+00 -3.009284704020487311e+01 -1.691649001147510489e+01 -3.790635085235649626e+01 -2.898059801848873462e+01
6.400000000000000355e+00 -2.775130309279560947e+01 -1.483231560248299274e+01 -3.537197883489184846e+01 -2.694718750511171379e+01
6.500000000000000000e+00 -2.553709576752893895e+01 -1.288381439339758572e+01 -3.297039000424106803e+01 -2.501500476567386499e+01
6.599999999999999645e+00 -2.347780741987648412e+01 -1.109608005574358458e+01 -3.072835686871044913e+01 -2.321273267333978652e+01
6.700000000000000178e+00 -2.158229350649421008e+01 -9.474525238793773951e+00 -2.865297880154926702e+01 -2.154937811307533480e+01
6.799999999999999822e+00 -1.982709024261097852e+01 -7.995197018168198611e+00 -2.672155844797785562e+01 -2.000393955681190050e+01
6.900000000000000355e+00 -1.819009269709326304e+01 -6.635226660272053323e+00 -2.491233064629128080e+01 -1.855629521103807633e+01
7.000000000000000000e+00 -1.668522646073355986e+01 -5.407926801602513933e+00 -2.323958568601725005e+01 -1.722228394900682247e+01
7.099999999999999645e+00 -1.531032738179405328e+01 -4.309124700135669173e+00 -2.170017190454487377e+01 -1.600030576137712046e+01
7.200000000000000178e+00 -1.404059357505715866e+01 -3.313018238053189179e+00 -2.026909641884699909e+01 -1.486680042442500849e+01
7.299999999999999822e+00 -1.287383719957446715e+01 -2.417434787069794311e+00 -1.894477224366042378e+01 -1.382147328949301368e+01
7.400000000000000355e+00 -1.181029275013756319e+01 -1.621534803710744654e+00 -1.772695937129142862e+01 -1.286536946745897581e+01
7.500000000000000000e+00 -1.083682592925683252e+01 -9.119293640864611916e-01 -1.660274895002444850e+01 -1.198672565605463092e+01
7.599999999999999645e+00 -9.946091635892884142e+00 -2.798077440147039852e-01 -1.556382552823620813e+01 -1.117839206476034519e+01
7.700000000000000178e+00 -9.130185929247858212e+00 2.822598278626742285e-01 -1.460298477727306476e+01 -1.043413832529083152e+01
7.799999999999999822e+00 -8.384054380510264082e+00 7.797783373248989847e-01 -1.371497676288768730e+01 -9.749678371104408825e+00
7.900000000000000355e+00 -7.709369134854426875e+00 1.211539662257621330e+00 -1.290122787330361120e+01 -9.127342605079746818e+00
8.000000000000000000e+00 -7.092074613947119133e+00 1.591463449280183795e+00 -1.214791980905616242e+01 -8.554120145372934303e+00
2.500000000000000000e+01 -4.796163466380676255e-10 -1.918465386552270502e-10 -1.055155962603748776e-09 -9.592326932761352509e-11
