0.000000000000000000e+00 6.435218443349199902e+01 4.072506829718491872e+01 4.140722860753598411e+01 1.289255761563659064e+02
1.000000000000000056e-01 6.252305732502705382e+01 3.894746812401450597e+01 3.959204837715546432e+01 1.270579423458180202e+02
2.000000000000000111e-01 5.701940913363401364e+01 3.360492907209078339e+01 3.413709174432355553e+01 1.214461199672491887e+02
2.999999999999999889e-01 4.793204338759338157e+01 2.479930808144814591e+01 2.514516549970480241e+01 1.121939643662308583e+02
4.000000000000000222e-01 3.568172150071191595e+01 1.295261594422214557e+01 1.303981242980611910e+01 9.972591796061536229e+01
5.000000000000000000e-01 2.105575526647740503e+01 -1.160361458310887883e+00 -1.402141414335034142e+00 8.481937351458057606e+01
5.999999999999999778e-01 4.924290613960380369e+00 -1.668406392720811482e+01 -1.732268254167834698e+01 6.833316105486986203e+01
6.999999999999999556e-01 -1.198906328042070868e+01 -3.290277781322714645e+01 -3.400332809488659791e+01 5.098725467270881495e+01
8.000000000000000444e-01 -2.906762396142070770e+01 -4.920509144525198053e+01 -5.082963021957098704e+01 3.339805924749228438e+01
9.000000000000000222e-01 -4.572406589900523954e+01 -6.501143321772673289e+01 -6.721867747373622137e+01 1.615066426264277766e+01
1.000000000000000000e+00 -6.140506710206850016e+01 -7.977893476381581195e+01 -8.262385164428920348e+01 -2.059846648130303493e-01
1.100000000000000089e+00 -7.565087650331392410e+01 -9.305804126838523871e+01 -9.659137844485954361e+01 -1.521556701827009306e+01
1.199999999999999956e+00 -8.810579351350256161e+01 -1.045027314293278664e+02 -1.087706696311876442e+02 -2.852465557462480206e+01
1.300000000000000044e+00 -9.855917011750747747e+01 -1.139110201709385706e+02 -1.189550285576821409e+02 -3.992322895247113479e+01
1.399999999999999911e+00 -1.069975706699004547e+02 -1.212749012107323665e+02 -1.271316371989179572e+02 -4.939449313296151445e+01
1.500000000000000000e+00 -1.135126000496278209e+02 -1.266901183985496004e+02 -1.333912711441804788e+02 -5.702477881139245142e+01
1.600000000000000089e+00 -1.182177834919819759e+02 -1.302752958516393278e+02 -1.378474408350918168e+02 -6.292287969499099631e+01
1.699999999999999956e+00 -1.212370943390190803e+02 -1.321603436216136629e+02 -1.406248523262867423e+02 -6.720855659481728139e+01
1.800000000000000044e+00 -1.227208610045202875e+02 -1.325016038344060121e+02 -1.418746343001977550e+02 -7.002774315018811535e+01
1.899999999999999911e+00 -1.228783418716510312e+02 -1.315134406539399947e+02 -1.418060040879005612e+02 -7.158418539772171130e+01
2.000000000000000000e+00 -1.220049542072523252e+02 -1.294938189324952305e+02 -1.407119481516225790e+02 -7.216510465768166682e+01
2.100000000000000089e+00 -1.204596858173339058e+02 -1.268014614746206803e+02 -1.389464781572975483e+02 -7.211848071214532752e+01
2.200000000000000178e+00 -1.185297858736724663e+02 -1.237255851207450519e+02 -1.367942584822436913e+02 -7.172298677054911309e+01
2.299999999999999822e+00 -1.163698599702591707e+02 -1.204274071949029690e+02 -1.344119650638369023e+02 -7.112960659445022316e+01
2.399999999999999911e+00 -1.140962071716806747e+02 -1.170296572059541518e+02 -1.319178871135910924e+02 -7.045111385955848959e+01
2.500000000000000000e+00 -1.118789472318688638e+02 -1.137042415132540896e+02 -1.294798334235203185e+02 -6.984976357709271610e+01
2.600000000000000089e+00 -1.099158888578379845e+02 -1.106479079462232562e+02 -1.272908655010134282e+02 -6.951303716304479963e+01
2.700000000000000178e+00 -1.083082291664503316e+02 -1.079634640797948464e+02 -1.254503413805743151e+02 -6.953494340869426082e+01
2.799999999999999822e+00 -1.070433530138323874e+02 -1.056423903744629911e+02 -1.239464724653522865e+02 -6.989870095399552952e+01
2.899999999999999911e+00 -1.060789470527900846e+02 -1.036451824954482959e+02 -1.227367400325967139e+02 -7.055705583858795649e+01
3.000000000000000000e+00 -1.053659948180687422e+02 -1.019250139824734447e+02 -1.217714887818921454e+02 -7.145582746441547783e+01
3.100000000000000089e+00 -1.048495878304969153e+02 -1.004303855967449977e+02 -1.209965025805992411e+02 -7.253646844706551633e+01
3.200000000000000178e+00 -1.044829246419816116e+02 -9.911727641107148656e+01 -1.203652780487551865e+02 -7.374828721553328137e+01
3.299999999999999822e+00 -1.042093354732536170e+02 -9.793036978432922979e+01 -1.198203142710987379e+02 -7.502979596885595015e+01
3.399999999999999911e+00 -1.039538046135497495e+02 -9.679599200452315699e+01 -1.192859697856398782e+02 -7.630164699706298848e+01
3.500000000000000000e+00 -1.036362961441135155e+02 -9.563705361491514623e+01 -1.186833035740484377e+02 -7.748141419453347112e+01
3.600000000000000089e+00 -1.031792186317623816e+02 -9.437988905161631692e+01 -1.179369032713317722e+02 -7.849037170420203324e+01
3.700000000000000178e+00 -1.025268515892001631e+02 -9.297238066388757716e+01 -1.169930581683935600e+02 -7.927164551157872552e+01
3.799999999999999822e+00 -1.016602049578771982e+02 -9.139650576170055274e+01 -1.158325262707400327e+02 -7.980293192637688549e+01
3.899999999999999911e+00 -1.005723536517528771e+02 -8.964379581984616152e+01 -1.144460556194282219e+02 -8.007209062183662240e+01
