0.000000000000000000e+00 4.519993135181721300e+01 3.490368064376525581e+00
4.000000000000000222e-01 1.274772455690253992e+01 -2.766662051908497233e+01
8.000000000000000444e-01 -5.328141782774764579e+01 -9.045666881866054609e+01
1.200000000000000178e+00 -1.108022629287006566e+02 -1.387857337667810498e+02
1.600000000000000089e+00 -1.385683401076676091e+02 -1.589273873269121395e+02
2.000000000000000000e+00 -1.403763471571437549e+02 -1.522531612099555787e+02
2.400000000000000355e+00 -1.317946335166197969e+02 -1.358690265205950709e+02
2.800000000000000266e+00 -1.247868816753907595e+02 -1.217958764009381412e+02
3.200000000000000178e+00 -1.217534636471100384e+02 -1.131022481567924842e+02
3.600000000000000089e+00 -1.192622327671415405e+02 -1.059602005261695012e+02
4.000000000000000000e+00 -1.134058224688487826e+02 -9.676219289940490853e+01
4.400000000000000355e+00 -1.030198841635865392e+02 -8.427560757809260394e+01
4.800000000000000711e+00 -8.924639867109362967e+01 -6.937051273416727781e+01
5.200000000000000178e+00 -7.366814428496581968e+01 -5.372493388858856633e+01
5.600000000000000533e+00 -5.782534066747757606e+01 -3.862775658490136266e+01
6.000000000000000000e+00 -4.335619573430449236e+01 -2.553646448177460115e+01
6.400000000000000355e+00 -3.141069045886979438e+01 -1.503073625644901767e+01
6.800000000000000711e+00 -2.230610976766911335e+01 -7.489258896384853870e+00
7.200000000000000178e+00 -1.572405306797008961e+01 -2.382594848313601688e+00
7.600000000000000533e+00 -1.109057751091313548e+01 8.837607729219598696e-01
