-1.043418447443400510e-02 -8.614858597866259515e-03 -6.285396135353948921e-03 -5.636635272821877152e-03 -8.647148970339912921e-04 3.782056854106485844e-03 3.781958614126779139e-03 3.704210634168703109e-03 7.102555846358882263e-02 7.102555848177871667e-02 1.116106751578627154e-01 4.720924189314246178e-04 -4.583247755363117903e-04 1.596787893504370004e-03 1.561136748932767659e-03 2.132248555426485837e-03 4.312975437642307952e-03 4.457070986973121762e-03 8.677327812620205805e-03 -3.067893412662670016e-03 2.592314558569341898e-06 1.989305212191538885e-03 -1.712451699859229848e-03 -1.712451670755399391e-03 2.467005906510166824e-04 2.424488338874652982e-04 -1.373577000777004287e-03 -1.641624076000880450e-04 -1.617659472685772926e-04 -1.468753289373125881e-04 -1.126722636399790645e-04 -1.126499264501035213e-04 -1.110850280383601785e-04 -1.017371105263009667e-04 -3.977291999035514891e-05 -3.019756331923417747e-05 2.484944925527088344e-04 -2.378588469582609832e-04 -2.378587414568755776e-04 -1.480229730077553540e-04 -7.837533485144376755e-05 -7.697472028667107224e-05 -6.480625597760081291e-05 0.000000000000000000e+00
-9.874682713416405022e-03 -7.005172446952201426e-03 -4.901254680589772761e-03 -3.932893021556083113e-03 -4.040024392452323809e-03 5.360544251743704081e-03 5.360446033591870219e-03 5.281210091197863221e-03 6.358756832560175098e-02 6.358756834379164502e-02 1.043785549954918679e-01 3.313999004603829235e-04 -5.497968923009466380e-04 1.558010841108625755e-03 1.517609049187740311e-03 1.875813090009614825e-03 4.335956455179257318e-03 4.480051964492304251e-03 4.598810613970272243e-03 -2.838519492797786370e-03 -1.721646549412980676e-04 1.698467716778395697e-03 -1.837346124375471845e-03 -1.837346091633662581e-03 2.046122208412270993e-04 2.046122535830363631e-04 -1.637549688894068822e-03 -1.387268530379515141e-04 -1.333397995040286332e-04 -1.345534292340744287e-04 -1.006036691251210868e-04 -1.005813974188640714e-04 -9.935809066519141197e-05 -9.157005115412175655e-05 -2.997713454533368349e-05 7.554295734735205770e-06 2.718197683861944824e-04 -2.145334765373263508e-04 -2.145334728993475437e-04 -1.385155228490475565e-04 -7.025005106697790325e-05 -6.894690523040480912e-05 -5.955492088105529547e-05 0.000000000000000000e+00
-9.317250034655444324e-03 -6.345197136397473514e-03 -3.735912850970635191e-03 -2.430238655506400391e-03 -2.588528197520645335e-03 6.095624539739219472e-03 6.023873469530371949e-03 6.023873491358244792e-03 5.597575186766334809e-02 5.597575180945568718e-02 9.658654882878181525e-02 4.095757358300033957e-04 -3.266114545112941414e-04 1.622496201889589429e-03 1.596427006006706506e-03 1.794750252884114161e-03 4.279922028217697516e-03 4.424017526616808027e-03 4.332862059527542442e-03 -2.553966878622304648e-03 -3.344459619256667793e-04 1.203718671604292467e-03 -1.718022424029186368e-03 -1.718022420391207561e-03 1.688758238742593676e-04 1.688758020463865250e-04 -1.955688414454925805e-03 -1.130823220591992140e-04 -1.049664861056953669e-04 -8.563308801967650652e-05 -8.564475501771084964e-05 -8.562247603549621999e-05 -8.466044164379127324e-05 -7.873875802033580840e-05 -1.786191205610521138e-05 3.051357634831219912e-05 2.993629823322407901e-04 -1.869903062470257282e-04 -1.869902080215979367e-04 -1.251027570106089115e-04 -5.921923730056732893e-05 -5.828522262163460255e-05 -5.185749250813387334e-05 0.000000000000000000e+00
-8.825535747746471316e-03 -5.248001689324155450e-03 -2.761457184533355758e-03 -1.195503871713299304e-03 -1.407484949595527723e-03 6.136492680525407195e-03 6.078564478229964152e-03 6.078564474591985345e-03 4.821205844928044826e-02 4.821205847474629991e-02 8.819828128252993338e-02 6.556871303473599255e-04 1.017456961562857032e-04 1.753089691192144528e-03 1.756422527250833809e-03 1.850250377174234018e-03 4.135175204282859340e-03 4.279270684492075816e-03 4.188302031252533197e-03 -2.221958337031537667e-03 -4.510031540121417493e-04 -1.019218107103370130e-04 -1.428272269549779594e-03 -1.428272222256055102e-03 1.487332738179247826e-04 1.385695468343328685e-04 -2.333260974410222843e-03 -8.893111589713953435e-05 -7.849276153137907386e-05 -6.992294584051705897e-05 -6.994744398980401456e-05 -6.992519047344103456e-05 -6.899830259499140084e-05 -6.433723683585412800e-05 -4.639827238861471415e-06 4.891514981864020228e-05 3.292390138085465878e-04 -1.571143802721053362e-04 -1.571142638567835093e-04 -1.086614684027153999e-04 -4.641994019038975239e-05 -4.586841532727703452e-05 -4.182141128694638610e-05 0.000000000000000000e+00
-8.242005758802406490e-03 -4.351376748672919348e-03 -1.952328431798378006e-03 -2.437689545331522822e-04 -5.065543518867343664e-04 5.641981082590064034e-03 5.600997072178870440e-03 5.600997134024510160e-03 4.029775243907351978e-02 4.029775240269373171e-02 7.910933490711613558e-02 9.987365447159390897e-04 6.236213412194047123e-04 1.890236449980875477e-03 1.934674168296623975e-03 1.969727676623733714e-03 3.909908460627775639e-03 4.054003911733161658e-03 3.990992299804929644e-03 -1.868002749688457698e-03 -4.989035114704165608e-04 -4.774710650963243097e-04 -1.033769865898648277e-03 1.734757643134798855e-04 1.734757643134798855e-04 5.924511206103488803e-04 -2.755662695562932640e-03 -6.654094977420754731e-05 -5.469445386552251875e-05 -5.478368984768167138e-05 -5.473965211422182620e-05 -5.471749682328663766e-05 -5.375578984967432916e-05 -5.041523763793520629e-05 7.574624760309234262e-06 6.232507803360931575e-05 6.232508530956692994e-05 -1.284543359361123294e-04 -1.284541831410024315e-04 -9.206772665493190289e-05 -3.436272163526155055e-05 -3.413820013520307839e-05 -3.194097007508389652e-05 0.000000000000000000e+00
-7.719757049926556647e-03 -3.667523436888586730e-03 -1.305761517869541422e-03 4.373724186734762043e-04 1.289797328354325145e-04 1.719763553410302848e-03 4.855652689002454281e-03 4.855652685364475474e-03 3.249778227109345607e-02 3.249778227836941369e-02 6.948251014182460494e-02 1.359256508294492960e-03 1.114014772610971704e-03 2.017291106312768534e-03 2.111165151291061193e-03 2.117883948812959716e-03 3.636447134340414777e-03 3.780542636377504095e-03 3.763518463529180735e-03 -1.534114548121578991e-03 -3.390180499991402030e-04 -3.390180609130766243e-04 -6.180960626807063818e-04 2.045139226538594812e-04 2.045139299298170954e-04 3.577708957891445607e-04 -3.221467679395573214e-03 -4.799322414328344166e-05 -3.591653876355849206e-05 -4.223140786052681506e-05 -4.203105345368385315e-05 -4.200874172965995967e-05 -4.108998109586536884e-05 -3.858367563225328922e-05 1.755639459588564932e-05 6.832154758740216494e-05 6.832154758740216494e-05 -1.022022624965757132e-04 -1.022020915115717798e-04 -7.590852692374028265e-05 -2.370986840105615556e-05 -2.365740510867908597e-05 -2.311346543137915432e-05 0.000000000000000000e+00
-7.234771594085032120e-03 -3.195059234712971374e-03 -8.227394428104162216e-04 8.603752721683122218e-04 5.146044095454271883e-04 1.826695726776961237e-03 4.000172364612808451e-03 4.000172346422914416e-03 2.507502955631935038e-02 2.507502956359530799e-02 5.943494713574182242e-02 1.642302991967881098e-03 1.468190763262100518e-03 2.081005473883124068e-03 2.228678124083671719e-03 2.228273180662654340e-03 3.314961846626829356e-03 3.459057363215833902e-03 3.494959291856503114e-03 -1.257810145034454763e-03 -2.498339927115011960e-04 -2.498339672456495464e-04 -3.950528476707404479e-03 1.596270485606510192e-04 1.596270558366086334e-04 1.699421154626179487e-04 -3.710024451720528305e-03 -2.437936200294643641e-05 -2.198285437771119177e-05 -3.236058182665146887e-05 -3.192959047737531364e-05 -3.190731149516068399e-05 -3.095661668339744210e-05 -2.894144927267916501e-05 2.492174826329573989e-05 6.006476905895397067e-05 6.006476905895397067e-05 -7.969854777911677957e-05 -7.969854414113797247e-05 -6.159660188131965697e-05 -1.548115324112586677e-05 -1.547962892800569534e-05 -1.543687176308594644e-05 0.000000000000000000e+00
-6.696488297166069970e-03 -2.865849211957538500e-03 -4.422674683155491948e-04 1.116308329073945060e-03 7.422606977343093604e-04 1.846557974204188213e-03 3.180270956363528967e-03 3.175880417984444648e-03 1.836676602033548988e-02 1.836676602397346869e-02 4.927306981335277669e-02 1.831418550864327699e-03 1.678653272392693907e-03 1.678653279668651521e-03 2.292385845066746697e-03 2.311692256625974551e-03 2.995972816279390827e-03 3.140068325592437759e-03 3.221656912501202896e-03 -1.038632250129012391e-03 -2.015592253883369267e-04 -2.017914484895300120e-04 -3.902247764926869422e-03 3.715381535585038364e-05 3.715376806212589145e-05 4.507620178628712893e-05 -4.177486658591078594e-03 -1.516518022981472313e-05 -1.276877810596488416e-05 -5.810334187117405236e-05 -2.497348759789019823e-05 -2.495132139301858842e-05 -2.392343594692647457e-05 -2.249495810247026384e-05 2.887990194722078741e-05 3.293227200629189610e-05 3.293220288469456136e-05 -6.119544195826165378e-05 -6.119532918091863394e-05 -4.914541204925626516e-05 -9.685594704933464527e-06 -9.678955393610522151e-06 -8.817925845505669713e-06 0.000000000000000000e+00
-6.200673306011594832e-03 -2.697820567846065387e-03 -1.853229405242018402e-04 1.210830101626925170e-03 8.173248897946905345e-04 1.769865077221766114e-03 2.472129901434527710e-03 2.471440660883672535e-03 1.340232599250157364e-02 1.274757588907959871e-02 3.944812215195270255e-02 1.894675937364809215e-03 1.715329897706396878e-03 1.715329926810227334e-03 2.278353276778943837e-03 2.346633380511775613e-03 2.682466110854875296e-03 2.826561580150155351e-03 2.940109734481666237e-03 -9.000823447422590107e-04 -1.961809357453603297e-04 -1.963675531442277133e-04 -3.896823880495503545e-03 -4.504412936512380838e-05 -4.504417665884830058e-05 -2.798817877192050219e-05 -4.591252552927471697e-03 -9.276485798181965947e-06 -6.880047294544056058e-06 -5.322301876731216908e-05 -1.986444476642645895e-05 -1.984218761208467185e-05 -1.873757719295099378e-05 -1.770146991475485265e-05 3.091818143730051816e-05 3.091821054113097489e-05 7.583912156405858696e-05 -4.641773557523265481e-05 -4.641756459022872150e-05 -3.796340752160176635e-05 -5.344987584976479411e-06 -5.331101419869810343e-06 -3.747507435036823153e-06 0.000000000000000000e+00
-5.779426544904708862e-03 -2.666461008629994467e-03 -1.818675082176923752e-05 7.941353542264550924e-04 7.941353906062431633e-04 1.626887798920506611e-03 1.935291213158052415e-03 1.935291260451776907e-03 8.875762574461987242e-03 8.436694930423982441e-03 3.038737550377845764e-02 1.839553686295403168e-03 1.598248083610087633e-03 1.598248087248066440e-03 2.184986373322317377e-03 2.289719137479551136e-03 2.385290903475834057e-03 2.529386470996541902e-03 2.659485708136344329e-03 -8.382770429307129234e-04 -2.187707032135222107e-04 -2.189004335377831012e-04 -3.919356688129482791e-03 -1.577715447638183832e-04 -8.654932389617897570e-05 -6.601178029086440802e-05 -4.925296056171646342e-03 -5.728583346353843808e-06 -3.332086635055020452e-06 -4.993787661078386009e-05 -1.631574195926077664e-05 -1.629344842513091862e-05 -1.511823211330920458e-05 -1.436073216609656811e-05 3.147960160276852548e-05 3.147952520521357656e-05 1.659287227084860206e-04 -3.386232128832489252e-05 -3.386223761481232941e-05 -2.900195977417752147e-05 -3.165725502185523510e-06 -3.151326382067054510e-06 -1.254640665138140321e-06 0.000000000000000000e+00
