-6.631373107666149735e-04 -1.494671960244886577e-05 -3.304157871752977371e-07 -4.642060957849025726e-09 -6.912159733474254608e-11 -3.637978807091712952e-11 -1.346052158623933792e-10 -7.639755494892597198e-11 -5.093170329928398132e-11 -8.367351256310939789e-11 -3.274180926382541656e-11 0.000000000000000000e+00
-6.044986985216382891e-04 -1.366237847832962871e-05 -3.024215402547270060e-07 -4.263711161911487579e-09 -1.637090463191270828e-10 -5.820766091346740723e-11 -6.912159733474254608e-11 -4.729372449219226837e-11 -7.275957614183425903e-11 -6.184563972055912018e-11 -4.365574568510055542e-11 0.000000000000000000e+00
-5.526658314920496196e-04 -1.253682785318233073e-05 -2.779852366074919701e-07 -4.023604560643434525e-09 -1.564330887049436569e-10 -1.309672370553016663e-10 -1.564330887049436569e-10 -1.637090463191270828e-10 -2.546585164964199066e-10 -1.491571310907602310e-10 -8.367351256310939789e-11 0.000000000000000000e+00
-5.072150634077843279e-04 -1.155012068920768797e-05 -2.564083843026310205e-07 -3.656168701127171516e-09 -4.365574568510055542e-11 2.546585164964199066e-11 -6.912159733474254608e-11 -6.184563972055912018e-11 -9.094947017729282379e-11 1.091393642127513885e-11 4.365574568510055542e-11 0.000000000000000000e+00
-4.679442135966382921e-04 -1.070629150490276515e-05 -2.381566446274518967e-07 -3.441527951508760452e-09 -1.673470251262187958e-10 -1.273292582482099533e-10 -1.746229827404022217e-10 -8.003553375601768494e-11 -1.346052158623933792e-10 -1.928128767758607864e-10 -6.912159733474254608e-11 0.000000000000000000e+00
-4.353600597823970020e-04 -1.001465716399252415e-05 -2.231790858786553144e-07 -3.245077095925807953e-09 -9.822542779147624969e-11 -5.820766091346740723e-11 -1.346052158623933792e-10 -7.275957614183425903e-12 -6.912159733474254608e-11 -7.639755494892597198e-11 -7.275957614183425903e-12 0.000000000000000000e+00
-4.053933444083668292e-04 -9.373845387017354369e-06 -2.091801434289664030e-07 -2.986780600622296333e-09 -2.546585164964199066e-11 8.731149137020111084e-11 -2.546585164964199066e-11 4.365574568510055542e-11 -4.365574568510055542e-11 -1.818989403545856476e-11 9.094947017729282379e-11 0.000000000000000000e+00
-3.806734057434368879e-04 -8.850598533172160387e-06 -1.980115484911948442e-07 -2.961314748972654343e-09 -1.418811734765768051e-10 -4.729372449219226837e-11 -1.164153218269348145e-10 -1.818989403545856476e-11 -8.003553375601768494e-11 -1.236912794411182404e-10 0.000000000000000000e+00 0.000000000000000000e+00
-3.586071507015731186e-04 -8.380524377571418881e-06 -1.877924660220742226e-07 -2.699380274862051010e-09 -2.546585164964199066e-11 4.365574568510055542e-11 -2.182787284255027771e-11 -1.455191522836685181e-11 -3.274180926382541656e-11 -2.546585164964199066e-11 3.637978807091712952e-11 0.000000000000000000e+00
-3.386802745808381587e-04 -7.956146873766556382e-06 -1.788284862414002419e-07 -2.619344741106033325e-09 -1.564330887049436569e-10 -7.639755494892597198e-11 -9.094947017729282379e-11 -5.820766091346740723e-11 -1.018634065985679626e-10 -1.091393642127513885e-10 -4.729372449219226837e-11 0.000000000000000000e+00
