2.473359869327396154e-03 8.062112465268000960e-05 2.444387064315378666e-06 5.950278136879205704e-08 1.797161530703306198e-09 5.820766091346740723e-11 7.275957614183425903e-11 8.003553375601768494e-11 -7.275957614183425903e-12 9.822542779147624969e-11 -7.275957614183425903e-11 0.000000000000000000e+00
2.347141413338249549e-03 7.644707511644810438e-05 2.303502697031944990e-06 5.517722456716001034e-08 1.717125996947288513e-09 5.093170329928398132e-11 9.094947017729282379e-11 1.091393642127513885e-10 -6.184563972055912018e-11 1.346052158623933792e-10 3.274180926382541656e-11 0.000000000000000000e+00
2.217319735791534185e-03 7.230257688206620514e-05 2.171585947507992387e-06 5.139008862897753716e-08 1.524313120171427727e-09 1.236912794411182404e-10 1.236912794411182404e-10 3.637978807091712952e-11 2.910383045673370361e-11 1.127773430198431015e-10 1.455191522836685181e-11 0.000000000000000000e+00
2.096833533869357780e-03 6.854265302536077797e-05 2.057291567325592041e-06 4.825415089726448059e-08 1.295120455324649811e-09 5.820766091346740723e-11 1.673470251262187958e-10 7.639755494892597198e-11 -2.546585164964199066e-11 1.637090463191270828e-10 3.637978807091712952e-12 0.000000000000000000e+00
1.956690608494682238e-03 6.427542029996402562e-05 1.934298779815435410e-06 4.526737029664218426e-08 1.189619069918990135e-09 1.200533006340265274e-10 1.127773430198431015e-10 1.055013854056596756e-10 7.639755494892597198e-11 1.055013854056596756e-10 2.182787284255027771e-11 0.000000000000000000e+00
1.828638316510478035e-03 6.037815182935446501e-05 1.825112121878191829e-06 4.289540811441838741e-08 1.207808963954448700e-09 8.731149137020111084e-11 3.637978807091712952e-12 2.546585164964199066e-11 2.910383045673370361e-11 7.275957614183425903e-11 2.546585164964199066e-11 0.000000000000000000e+00
1.707064984657336026e-03 5.666855213348753750e-05 1.723547029541805387e-06 4.083267413079738617e-08 1.116859493777155876e-09 1.564330887049436569e-10 9.458744898438453674e-11 6.184563972055912018e-11 5.820766091346740723e-11 1.055013854056596756e-10 -4.729372449219226837e-11 0.000000000000000000e+00
1.576622911670710891e-03 5.271783811622299254e-05 1.617623638594523072e-06 3.872264642268419266e-08 1.047737896442413330e-09 7.275957614183425903e-11 1.818989403545856476e-11 3.274180926382541656e-11 3.274180926382541656e-11 1.273292582482099533e-10 4.729372449219226837e-11 0.000000000000000000e+00
1.454985937016317621e-03 4.900174462818540633e-05 1.519103534519672394e-06 3.692184691317379475e-08 9.495124686509370804e-10 4.001776687800884247e-11 7.275957614183425903e-12 4.365574568510055542e-11 -1.818989403545856476e-11 3.274180926382541656e-11 -2.910383045673370361e-11 0.000000000000000000e+00
1.351571580016752705e-03 4.577765503199771047e-05 1.434149453416466713e-06 3.562308847904205322e-08 1.051375875249505043e-09 1.091393642127513885e-10 8.367351256310939789e-11 6.912159733474254608e-11 -4.001776687800884247e-11 1.455191522836685181e-10 6.548361852765083313e-11 0.000000000000000000e+00
1.252069512702291831e-03 4.264242306817322969e-05 1.351352693745866418e-06 3.431705408729612827e-08 1.036823960021138191e-09 1.091393642127513885e-10 5.456968210637569427e-11 6.912159733474254608e-11 1.818989403545856476e-11 1.127773430198431015e-10 2.182787284255027771e-11 0.000000000000000000e+00
1.152600885689025745e-03 3.949131860281340778e-05 1.267857442144304514e-06 3.304739948362112045e-08 9.458744898438453674e-10 8.367351256310939789e-11 2.546585164964199066e-11 1.818989403545856476e-10 1.455191522836685181e-11 1.564330887049436569e-10 -6.548361852765083313e-11 0.000000000000000000e+00
1.057981779013061896e-03 3.643913805717602372e-05 1.185544533655047417e-06 3.168315743096172810e-08 9.313225746154785156e-10 1.091393642127513885e-11 7.639755494892597198e-11 1.055013854056596756e-10 7.275957614183425903e-12 1.200533006340265274e-10 -5.820766091346740723e-11 0.000000000000000000e+00
9.877185875666327775e-04 3.405543975532054901e-05 1.120009983424097300e-06 3.064997144974768162e-08 9.713403414934873581e-10 1.018634065985679626e-10 8.731149137020111084e-11 7.639755494892597198e-11 -1.455191522836685181e-11 1.200533006340265274e-10 2.182787284255027771e-11 0.000000000000000000e+00
9.124049392994493246e-04 3.151755663566291332e-05 1.049211277859285474e-06 2.951856004074215889e-08 1.029548002406954765e-09 1.928128767758607864e-10 5.456968210637569427e-11 3.637978807091712952e-11 2.910383045673370361e-11 1.055013854056596756e-10 1.455191522836685181e-11 0.000000000000000000e+00
8.481800978188402951e-04 2.928453977801837027e-05 9.852046787273138762e-07 2.852175384759902954e-08 9.531504474580287933e-10 1.455191522836685181e-11 5.456968210637569427e-11 8.003553375601768494e-11 -3.274180926382541656e-11 9.094947017729282379e-11 -1.818989403545856476e-11 0.000000000000000000e+00
7.727135489403735846e-04 2.668528759386390448e-05 9.085451893042773008e-07 2.711021807044744492e-08 1.080479705706238747e-09 1.091393642127513885e-11 7.639755494892597198e-11 1.091393642127513885e-10 1.491571310907602310e-10 1.127773430198431015e-10 1.455191522836685181e-11 0.000000000000000000e+00
7.233972282847389579e-04 2.483223215676844120e-05 8.508359314873814583e-07 2.593151293694972992e-08 9.385985322296619415e-10 6.912159733474254608e-11 5.093170329928398132e-11 1.164153218269348145e-10 7.275957614183425903e-12 9.458744898438453674e-11 6.548361852765083313e-11 0.000000000000000000e+00
6.669212598353624344e-04 2.278127794852480292e-05 7.865019142627716064e-07 2.452725311741232872e-08 9.240466170012950897e-10 7.275957614183425903e-12 -1.091393642127513885e-11 4.365574568510055542e-11 -4.729372449219226837e-11 -2.182787284255027771e-11 -5.456968210637569427e-11 0.000000000000000000e+00
6.184361263876780868e-04 2.096390380756929517e-05 7.273883966263383627e-07 2.323577064089477062e-08 1.011358108371496201e-09 1.455191522836685181e-10 5.093170329928398132e-11 1.673470251262187958e-10 6.184563972055912018e-11 8.731149137020111084e-11 2.182787284255027771e-11 0.000000000000000000e+00
